SowTreat	Cultivar	Block 	SowTreat	Plot 	SowingDate	ReadingDate 	DAS 	Unifoliate	Trifoliate
S8	Woogenellup	3	S8	141	4/05/16	27/06/16	54.00	10	10
S8	Antas 	3	S8	142	4/05/16	27/06/16	54.00	10	10
S8	Denmark	3	S8	143	4/05/16	27/06/16	54.00	10	10
S8	Narrikup	3	S8	144	4/05/16	27/06/16	54.00	10	10
S8	Antas 	1	S8	127	4/05/16	1/07/16	58.00	10	10
S8	Leura	1	S8	128	4/05/16	1/07/16	58.00	10	10
S8	Denmark	1	S8	129	4/05/16	1/07/16	58.00	10	10
S8	Monti	1	S8	130	4/05/16	1/07/16	58.00	10	10
S8	Narrikup	1	S8	131	4/05/16	1/07/16	58.00	10	10
S8	Woogenellup	1	S8	132	4/05/16	1/07/16	58.00	10	10
S8	Denmark	2	S8	133	4/05/16	1/07/16	58.00	10	10
S8	Woogenellup	2	S8	134	4/05/16	1/07/16	58.00	10	10
S8	Narrikup	2	S8	135	4/05/16	1/07/16	58.00	10	10
S8	Leura	2	S8	136	4/05/16	1/07/16	58.00	10	10
S8	Monti	2	S8	137	4/05/16	1/07/16	58.00	10	10
S8	Antas 	2	S8	138	4/05/16	1/07/16	58.00	10	10
S8	Leura	3	S8	139	4/05/16	1/07/16	58.00	10	10
S8	Monti	3	S8	140	4/05/16	1/07/16	58.00	10	10
S8	Woogenellup	3	S8	141	4/05/16	1/07/16	58.00	10	10
S8	Antas 	3	S8	142	4/05/16	1/07/16	58.00	10	10
S8	Denmark	3	S8	143	4/05/16	1/07/16	58.00	10	10
S8	Narrikup	3	S8	144	4/05/16	1/07/16	58.00	10	10
