Cultivar	SowTreat	SowingD	DAS	Date	Plot	Variable	S1	S2	S3	S4	S5
Antas 	S5	15/12/2015	171	3/06/2016	75	Open	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	75	Petal	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	75	Bur1	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	75	Bur2	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	75	Bur3	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	75	Bur4	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	76	Bud	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	76	Early	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	76	Open	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	76	Petal	1	0	1	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	76	Bur1	0	0	0	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	76	Bur2	1	1	1	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	76	Bur3	1	1	1	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	76	Bur4	0	1	0	0	1
Monti	S5	15/12/2015	171	3/06/2016	77	Bud	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	77	Early	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	77	Open	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	77	Petal	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	77	Bur1	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	77	Bur2	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	77	Bur3	1	1	1	1	1
Monti	S5	15/12/2015	171	3/06/2016	77	Bur4	1	1	1	1	1
Denmark	S5	15/12/2015	171	3/06/2016	78	Bud	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Early	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Open	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Petal	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Bur1	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Bur2	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Bur3	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	78	Bur4	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Bud	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Early	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Open	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Petal	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Bur1	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Bur2	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Bur3	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	79	Bur4	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	80	Bud	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	80	Early	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	80	Open	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	80	Petal	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	80	Bur1	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	80	Bur2	0	0	0	1	0
Monti	S5	15/12/2015	171	3/06/2016	80	Bur3	1	1	1	1	1
Monti	S5	15/12/2015	171	3/06/2016	80	Bur4	1	1	1	1	1
Leura	S5	15/12/2015	171	3/06/2016	81	Bud	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Early	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Open	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Petal	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Bur1	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Bur2	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Bur3	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	81	Bur4	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Bud	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Early	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Open	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Petal	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Bur1	1	1	1	1	0
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Bur2	1	1	1	1	1
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Bur3	0	1	0	0	1
Woogenellup	S5	15/12/2015	171	3/06/2016	82	Bur4	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	83	Bud	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	83	Early	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	83	Open	0	1	0	0	1
Antas 	S5	15/12/2015	171	3/06/2016	83	Petal	0	0	1	0	0
Antas 	S5	15/12/2015	171	3/06/2016	83	Bur1	0	1	0	0	1
Antas 	S5	15/12/2015	171	3/06/2016	83	Bur2	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	83	Bur3	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	83	Bur4	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	84	Bud	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	84	Early	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	84	Open	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	84	Petal	0	0	0	0	1
Narrikup	S5	15/12/2015	171	3/06/2016	84	Bur1	1	1	0	0	1
Narrikup	S5	15/12/2015	171	3/06/2016	84	Bur2	1	1	0	1	0
Narrikup	S5	15/12/2015	171	3/06/2016	84	Bur3	1	1	1	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	84	Bur4	0	1	1	1	1
Leura	S5	15/12/2015	171	3/06/2016	85	Bud	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Early	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Open	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Petal	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Bur1	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Bur2	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Bur3	0	0	0	0	0
Leura	S5	15/12/2015	171	3/06/2016	85	Bur4	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Bud	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Early	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Open	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Petal	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Bur1	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Bur2	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Bur3	0	0	0	0	0
Antas 	S5	15/12/2015	171	3/06/2016	86	Bur4	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Bud	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Early	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Open	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Petal	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Bur1	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Bur2	0	0	0	0	0
Monti	S5	15/12/2015	171	3/06/2016	87	Bur3	1	1	0	0	1
Monti	S5	15/12/2015	171	3/06/2016	87	Bur4	1	1	1	1	1
Denmark	S5	15/12/2015	171	3/06/2016	88	Bud	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Early	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Open	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Petal	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Bur1	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Bur2	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Bur3	0	0	0	0	0
Denmark	S5	15/12/2015	171	3/06/2016	88	Bur4	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	89	Bud	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	89	Early	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	89	Open	0	0	0	0	0
Narrikup	S5	15/12/2015	171	3/06/2016	89	Petal	0	0	0	0	1
Narrikup	S5	15/12/2015	171	3/06/2016	89	Bur1	0	1	1	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	89	Bur2	1	1	1	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	89	Bur3	1	1	1	1	1
Narrikup	S5	15/12/2015	171	3/06/2016	89	Bur4	1	1	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Bud	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Early	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Open	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Petal	0	0	0	0	0
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Bur1	1	1	1	1	1
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Bur2	1	1	1	1	1
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Bur3	1	1	1	1	1
Woogenellup	S5	15/12/2015	171	3/06/2016	90	Bur4	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Bud	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Early	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Open	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Petal	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Bur1	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Bur2	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Bur3	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	91	Bur4	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Bud	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Early	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Open	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Petal	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Bur1	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Bur2	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Bur3	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	92	Bur4	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Bud	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Early	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Open	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Petal	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Bur1	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Bur2	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Bur3	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	93	Bur4	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Bud	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Early	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Open	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Petal	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Bur1	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Bur2	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Bur3	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	94	Bur4	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Bud	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Early	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Open	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Petal	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Bur1	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Bur2	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Bur3	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	95	Bur4	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Bud	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Early	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Open	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Petal	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Bur1	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Bur2	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Bur3	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	96	Bur4	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Bud	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Early	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Open	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Petal	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Bur1	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Bur2	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Bur3	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	97	Bur4	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Bud	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Early	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Open	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Petal	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Bur1	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Bur2	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Bur3	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	98	Bur4	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Bud	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Early	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Open	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Petal	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Bur1	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Bur2	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Bur3	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	99	Bur4	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Bud	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Early	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Open	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Petal	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Bur1	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Bur2	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Bur3	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	100	Bur4	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Bud	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Early	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Open	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Petal	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Bur1	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Bur2	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Bur3	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	101	Bur4	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Bud	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Early	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Open	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Petal	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Bur1	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Bur2	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Bur3	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	102	Bur4	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Bud	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Early	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Open	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Petal	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Bur1	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Bur2	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Bur3	0	0	0	0	0
Woogenellup	S6	17/02/2016	135	1/07/2016	103	Bur4	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Bud	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Early	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Open	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Petal	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Bur1	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Bur2	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Bur3	0	0	0	0	0
Leura	S6	17/02/2016	135	1/07/2016	104	Bur4	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Bud	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Early	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Open	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Petal	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Bur1	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Bur2	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Bur3	0	0	0	0	0
Antas 	S6	17/02/2016	135	1/07/2016	105	Bur4	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Bud	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Early	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Open	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Petal	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Bur1	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Bur2	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Bur3	0	0	0	0	0
Denmark	S6	17/02/2016	135	1/07/2016	106	Bur4	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Bud	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Early	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Open	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Petal	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Bur1	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Bur2	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Bur3	0	0	0	0	0
Narrikup	S6	17/02/2016	135	1/07/2016	107	Bur4	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Bud	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Early	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Open	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Petal	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Bur1	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Bur2	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Bur3	0	0	0	0	0
Monti	S6	17/02/2016	135	1/07/2016	108	Bur4	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Bud	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Early	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Open	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Petal	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Bur1	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Bur2	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Bur3	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	91	Bur4	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Bud	1	1	1	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Early	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Open	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Petal	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Bur1	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Bur2	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Bur3	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	92	Bur4	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Bud	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Early	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Open	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Petal	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Bur1	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Bur2	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Bur3	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	93	Bur4	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Bud	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Early	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Open	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Petal	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Bur1	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Bur2	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Bur3	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	94	Bur4	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Bud	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Early	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Open	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Petal	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Bur1	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Bur2	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Bur3	0	0	0	0	0
Antas 	S6	17/02/2016	142	8/07/2016	95	Bur4	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Bud	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Early	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Open	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Petal	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Bur1	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Bur2	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Bur3	0	0	0	0	0
Narrikup	S6	17/02/2016	142	8/07/2016	96	Bur4	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Bud	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Early	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Open	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Petal	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Bur1	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Bur2	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Bur3	0	0	0	0	0
Leura	S6	17/02/2016	142	8/07/2016	97	Bur4	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Bud	1	0	1	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Early	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Open	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Petal	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Bur1	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Bur2	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Bur3	0	0	0	0	0
Monti	S6	17/02/2016	142	8/07/2016	98	Bur4	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Bud	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Early	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Open	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Petal	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Bur1	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Bur2	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Bur3	0	0	0	0	0
Woogenellup	S6	17/02/2016	142	8/07/2016	99	Bur4	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	100	Bud	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	100	Early	0	0	0	0	0
Denmark	S6	17/02/2016	142	8/07/2016	100	Open	0	0	0	0	0
